1	1435379
2	379758
3	137894
4	61688
5	32682
6	19483
7	12815
8	8716
9	6448
10	4930
11	3661
12	2925
13	2486
14	1994
15	1736
16	1435
17	1251
18	1037
19	923
20	849
21	766
22	677
23	610
24	558
25	509
26	474
27	436
28	382
29	358
30	331
31	335
32	320
33	248
34	304
35	242
36	225
37	215
38	198
39	205
40	190
41	185
42	167
43	162
44	146
45	171
46	140
47	138
48	140
49	130
50	112
51	98
52	102
53	95
54	105
55	87
56	102
57	69
58	74
59	84
60	80
61	77
62	59
63	65
64	79
65	63
66	65
67	59
68	63
69	63
70	51
71	61
72	39
73	49
74	42
75	45
76	52
77	48
78	53
79	48
80	37
81	54
82	25
83	44
84	39
85	36
86	33
87	37
88	48
89	32
90	40
91	35
92	27
93	37
94	30
95	24
96	32
97	27
98	25
99	25
100	25
101	27
102	17
103	25
104	22
105	21
106	23
107	15
108	28
109	29
110	17
111	21
112	15
113	13
114	13
115	18
116	20
117	16
118	18
119	25
120	22
121	13
122	15
123	20
124	21
125	18
126	13
127	18
128	12
129	18
130	16
131	12
132	12
133	8
134	18
135	13
136	15
137	15
138	12
139	11
140	13
141	13
142	7
143	13
144	8
145	6
146	7
147	9
148	15
149	9
150	8
151	7
152	5
153	11
154	9
155	4
156	11
157	8
158	10
159	15
160	8
161	11
162	11
163	6
164	8
165	8
166	5
167	12
168	10
169	10
170	10
171	5
172	10
173	6
174	10
175	9
176	10
177	7
178	5
179	9
180	6
181	7
182	5
183	10
184	8
185	9
186	6
187	9
188	7
189	4
190	3
191	6
192	6
193	5
194	6
195	5
196	5
197	4
199	6
200	3
201	5
202	3
203	4
204	3
205	7
206	7
207	7
208	2
209	4
210	3
211	4
212	7
213	3
214	4
215	6
216	3
217	1
218	5
219	5
220	2
221	3
222	6
223	6
224	6
225	6
226	6
227	5
228	3
229	5
230	4
231	1
232	3
233	2
234	10
235	5
236	5
237	2
238	2
239	3
240	3
241	4
242	6
243	3
244	3
245	2
246	3
247	2
248	2
249	2
250	3
251	3
252	6
253	6
254	4
255	5
256	2
257	2
258	1
259	2
260	2
261	4
262	1
263	4
264	1
265	1
266	2
269	2
270	4
271	5
272	2
274	4
275	2
277	1
278	1
279	3
280	3
281	2
282	1
283	4
284	1
285	2
286	3
287	3
288	1
290	2
291	1
292	1
293	2
294	5
295	2
296	6
298	1
299	2
300	3
301	2
302	1
303	3
304	3
305	1
307	1
308	1
309	4
310	3
311	4
312	4
313	2
315	4
316	2
317	3
318	3
319	2
320	2
322	3
323	2
324	1
325	1
326	4
327	1
328	2
331	1
333	1
336	3
337	2
338	3
340	4
341	3
344	2
345	2
347	1
348	4
349	4
350	1
351	1
354	1
355	2
356	1
357	1
359	2
360	3
363	1
364	2
366	2
367	2
371	1
372	2
373	1
374	1
375	3
377	1
378	3
379	2
385	1
387	2
388	1
389	1
390	1
391	2
392	1
393	1
395	3
399	1
400	2
402	2
404	1
406	1
407	1
408	1
409	1
411	1
412	1
413	2
414	2
415	1
416	1
420	2
423	1
425	1
428	1
430	1
431	1
433	1
436	1
437	1
439	1
440	1
442	1
443	1
444	1
445	1
447	2
449	1
452	2
453	2
457	1
458	1
459	1
460	4
462	1
463	1
464	1
465	1
468	1
470	1
471	1
474	1
476	1
477	1
481	2
482	2
488	1
490	1
492	2
495	1
497	1
503	1
504	1
505	1
510	1
513	1
516	1
518	1
519	1
521	2
523	1
525	1
531	3
533	1
537	1
539	1
541	1
542	1
549	2
553	1
554	1
563	1
567	1
573	1
575	1
576	1
581	2
584	1
588	1
590	2
592	1
594	1
595	2
598	1
603	1
605	1
608	1
610	1
619	3
620	1
624	1
629	2
633	1
635	1
639	1
642	1
644	1
655	1
664	1
666	1
671	1
688	1
691	1
692	1
694	1
704	1
707	1
712	1
723	1
725	1
726	1
741	2
742	1
765	1
767	1
789	1
793	2
801	1
820	1
833	1
842	1
848	1
851	2
865	1
871	1
878	1
888	1
906	1
914	1
917	1
952	1
963	1
966	1
968	1
972	1
978	1
1004	1
1014	1
1055	1
1060	1
1073	1
1085	1
1094	1
1096	1
1124	1
1130	1
1133	1
1134	1
1138	1
1180	1
1185	1
1191	1
1220	1
1231	1
1257	1
1276	1
1301	1
1302	1
1322	1
1333	1
1334	1
1356	1
1358	1
1385	1
1386	1
1393	1
1406	1
1409	1
1413	1
1419	1
1464	1
1507	1
1521	1
1534	1
1547	1
1553	1
1555	1
1613	1
1617	1
1618	1
1655	1
1660	1
1667	1
1726	1
1731	1
1736	1
1751	1
1764	1
1805	1
1812	1
1994	1
2032	1
2055	1
2112	1
2115	1
2209	1
2210	1
2216	1
2246	1
2269	1
2284	1
2311	1
2366	1
2385	1
2386	1
2403	1
2410	1
2455	1
2470	1
2742	1
2917	1
2964	1
3000	1
3028	1
3042	1
3169	2
3172	1
3306	1
3435	1
3543	1
3559	1
3623	1
4367	1
4439	1
4636	1
4864	1
4912	1
4942	1
4948	1
5772	1
5908	1
6183	1
7621	1
8684	1
9873	1
12832	1
15772	1
15906	1
25010	1
25284	1
28686	1
41730	1
59950	1
66356	1
